tweet,sentiment_label
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBet\xe2\x80\xa6 https://t.co/Ral4su42ru',Positive
b'Cory Booker raised $5.1 million since announcing his campaign for an average haul of $86k per day \xe2\x80\x94 higher than And\xe2\x80\xa6 https://t.co/Sc0Lcljyj0',Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/CsQ0gXhSt2",Positive
b'Will #Beto still be able to do skateboarding while wearing #flipflops? \xf0\x9f\x91\x89\xf0\x9f\x8f\xbd Amid presidential campaign, Beto O\xe2\x80\x99Rourke\xe2\x80\xa6 https://t.co/2MvivWH6WY',Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/3n9JwGZxiw",Positive
b"@factsimile1 @krassenstein @Nancabell Ranking #Democrats #2020Election\nMy opinion \nKamala Harris\nJoe Biden\nBeto O'R\xe2\x80\xa6 https://t.co/VEtmiZtn6B",Neutral
b'My latest straw poll ...\n\nElizabeth Warren\nKamala Harris\n:\nBernie Sanders\nEric Swalwell\nAmy Klobuchar\nSherrod Brown\xe2\x80\xa6 https://t.co/QeChhcyXXd',Positive
b"RT @a35362: When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\nhttps://t.co/\xe2\x80\xa6",Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/BV3UyeYE5m",Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/YjEAvnpDYI",Positive
b"Who is Beto O'Rourke really? - Glenn Beck\n\nAnother phony #Democrat\n\n#2020Election  https://t.co/czU88x92D6",Positive
b'Bernie Sanders 33%\nPete Buttigieg 18%\nElizabeth Warren 12%\nKamala Harris 11%\nJoe Biden 8%\nBeto O\xe2\x80\x99Rourke 6%\n\nDaily K\xe2\x80\xa6 https://t.co/ZFo4bqZfSR',Neutral
b'Presidential Q1 Fundraising Totals:\n\nBernie Sanders: $18.2M\nKamala Harris: $12M\nBeto O\xe2\x80\x99Rourke: $9.4M\nPete Buttigieg\xe2\x80\xa6 https://t.co/CKqdLmCvNW',Neutral
b"Watch the money #2020Election\nBeto O'Rourke raises $9.4 million in 18 days https://t.co/GpWd6826cj",Neutral
b'RT @myboynick98: #BlueWave #Beto2020 \nAll the way \nSee ya on Campaign Trial Beto \nYour U.S. Visit Iowa South Carolina\nNew Hampshire Ilinois\xe2\x80\xa6',Positive
b'Presidential Q1 Fundraising Totals:\n\nBernie Sanders: $18.2 million\nKamala Harris: $12 million\nBeto O\xe2\x80\x99Rourke: $9.4 m\xe2\x80\xa6 https://t.co/Fz6v4PHwMX',Neutral
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/PL17x81sPc",Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/E2Oh1yUGLG",Positive
b'Democratic Primary Poll\n@MorningConsult\n3/25 - 3/31\n\nJoe Biden 33\nBernie Sanders 25\nBeto O\xe2\x80\x99Rourke 8\nKamala Harris 8\xe2\x80\xa6 https://t.co/McIOxvxoop',Positive
b"When does Beto O'Rourke's monster fundraising turn into real momentum for his campaign? asks Edward-Isaac Dovere:\xe2\x80\xa6 https://t.co/egfW82lniI",Positive
b"RT @TweetFiction: Beto O'Rourke - Beto wins if aspiration is the name of the game. If people want an Obama they feel will try to bring the\xe2\x80\xa6",Negative
b"Beto O'Rourke - Beto wins if aspiration is the name of the game. If people want an Obama they feel will try to brin\xe2\x80\xa6 https://t.co/m3mDKeQXn9",Negative
b"Beto O'Rourke Has a Way Out of Trump's Immigration Trap - The Atlantic #BetoForAmerica #BetoForPresident\xe2\x80\xa6 https://t.co/njD7jWeFWT",Neutral
b'Nevada Democratic Caucus\n@EmersonPolling\n3/28 - 3/30\n\nJoe Biden 26\nBernie Sanders 23\nBeto O\xe2\x80\x99Rourke 10\nElizabeth War\xe2\x80\xa6 https://t.co/RrmyZKpj0O',Neutral
