tweet,sentiment_label
b'RT @adammanross: Who do you think Bernie Sanders nominate for VP? \n\n#bernie2020 #FeelTheBern #Bernieiniowa #Bernie2024 #BernieInPA #Medicar\xe2\x80\xa6',Neutral
b'RT @adammanross: Who do you think Bernie Sanders nominate for VP? \n\n#bernie2020 #FeelTheBern #Bernieiniowa #Bernie2024 #BernieInPA #Medicar\xe2\x80\xa6',Neutral
b'RT @adammanross: Who do you think Bernie Sanders nominate for VP? \n\n#bernie2020 #FeelTheBern #Bernieiniowa #Bernie2024 #BernieInPA #Medicar\xe2\x80\xa6',Neutral
b'RT @adammanross: Who do you think Bernie Sanders nominate for VP? \n\n#bernie2020 #FeelTheBern #Bernieiniowa #Bernie2024 #BernieInPA #Medicar\xe2\x80\xa6',Neutral
b'Who do you think Bernie Sanders nominate for VP? \n\n#bernie2020 #FeelTheBern #Bernieiniowa #Bernie2024 #BernieInPA\xe2\x80\xa6 https://t.co/q9Ek3a2y0K',Neutral
b'RT @hipsterhotel: @jaketapper @TetsuKaba @JenniceFuentes @lanheechen @BillKristol @finneyk @TheLeadCNN Despite a pledge a month ago that he\xe2\x80\xa6',Neutral
b'Bernie Sanders for president and Kobe Bryant for Lakers GM #LakeShow #2020Election',Neutral
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'Ehm wouldn\xe2\x80\x99t that make Bernie Sanders in the top 1%?!\n\nHumbug.\n\n#2020Election https://t.co/L3EZCahZa7',Positive
b"Why two former #Beto O'Rourke staffers - Autumn @watercolorskye and Bryant @TheYoungBerner - now say they're with\xe2\x80\xa6 https://t.co/nV5FdZCDL3",Neutral
b'RT @hipsterhotel: @jaketapper @TetsuKaba @JenniceFuentes @lanheechen @BillKristol @finneyk @TheLeadCNN Despite a pledge a month ago that he\xe2\x80\xa6',Neutral
b'@jaketapper @TetsuKaba @JenniceFuentes @lanheechen @BillKristol @finneyk @TheLeadCNN Despite a pledge a month ago t\xe2\x80\xa6 https://t.co/Rv7uYnOEAF',Neutral
b'2020 Democratic Primary Voting Intention:\n\nJoe Biden: 32% (-1)\nBernie Sanders: 23% (-2)\nKamala Harris: 9% (+1)\nBeto\xe2\x80\xa6 https://t.co/p5TfzZn8LH',Positive
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'.@BernieSanders finds himself in a new role as front-runner #2020election https://t.co/4dfhEIU839',Positive
b'#BernieSanders\xc2\xa0#2020election\nBernie Sanders Slips into Madness, Suggests Letting Felons in Prison Vote\xe2\x80\xa6 https://t.co/edDcLRHNYj',Neutral
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'1000 democrats and Bernie Sanders running for the dem ticket. I don\xe2\x80\x99t see this ending well. I hope I\xe2\x80\x99m wrong. #2020\xe2\x80\xa6 https://t.co/HwJlYmMUiX',Negative
b'RT @cashnliv: Hello President Bernie Sanders! (A real POTUS) @CNN @FoxNews @SenSanders @BernieSanders @GOP @SenateDems @HouseDemocrats @Sen\xe2\x80\xa6',Positive
b'RT @poeboston: New Poll Shows Bernie Sanders Leading Democratic Field In Massachusetts https://t.co/MYYnTm3jNC via @theinquisitr &gt; #bospoli\xe2\x80\xa6',Positive
b'RT @PolStatsUS: South Carolina Democratic Primary (w/o Biden):\n\nBernie Sanders: 24%\nBeto O\xe2\x80\x99Rourke: 16%\nKamala Harris: 15%\nCory Booker: 12%\xe2\x80\xa6',Positive
b'Ok , both Bernie Sanders and Amy Klobuchar are on my flight to DC and I have more status than Sanders. This is almo\xe2\x80\xa6 https://t.co/o1n0ybIUhN',Positive
b'2020 Democratic Primary:\n\nJoe Biden: 36% (+5)\nBernie Sanders: 19% (+3)\nKamala Harris: 9% (+3)\nBeto O\xe2\x80\x99Rourke: 7% (+1\xe2\x80\xa6 https://t.co/WWWhdBIg54',Positive
b'South Carolina Democratic Primary (w/Biden and Abrams)\n\nJoe Biden: 32% (-5)\nBernie Sanders: 14% (-7)\nKamala Harris:\xe2\x80\xa6 https://t.co/Hr38m0cnTM',Positive
b'South Carolina Democratic Primary (w/o Biden):\n\nBernie Sanders: 24%\nBeto O\xe2\x80\x99Rourke: 16%\nKamala Harris: 15%\nCory Book\xe2\x80\xa6 https://t.co/LFUmGQrnaE',Positive
b'RT @PolStatsUS: 2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R): 36%\n\nE\xe2\x80\xa6',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @MikenzieFrost: ALERT: Sen. Bernie Sanders will be in Michigan this Saturday as part of a Midwest swing. \nSanders will hold a rally in W\xe2\x80\xa6',Neutral
b'RT @MikenzieFrost: ALERT: Sen. Bernie Sanders will be in Michigan this Saturday as part of a Midwest swing. \nSanders will hold a rally in W\xe2\x80\xa6',Neutral
b'ALERT: Sen. Bernie Sanders will be in Michigan this Saturday as part of a Midwest swing. \nSanders will hold a rally\xe2\x80\xa6 https://t.co/l41XY3Ctx6',Neutral
b'Bernie Sanders finds himself in a new role: front-runner - https://t.co/oN4PbRtlFN\n\n#2020Election https://t.co/UQoGFFZDNM',Positive
b'RT @LostMapleTX: "#Bernie Sanders is leading every other presidential candidate in support from #Hispanic voters, who make up a significant\xe2\x80\xa6',Positive
b"RT @StilettoRoyalty: In which Bernie Sanders proves once again it's not poverty he's fighting. It's white poverty that inspires his empathy\xe2\x80\xa6",Positive
b"RT @StilettoRoyalty: In which Bernie Sanders proves once again it's not poverty he's fighting. It's white poverty that inspires his empathy\xe2\x80\xa6",Positive
b"RT @StilettoRoyalty: In which Bernie Sanders proves once again it's not poverty he's fighting. It's white poverty that inspires his empathy\xe2\x80\xa6",Positive
b"In which Bernie Sanders proves once again it's not poverty he's fighting. It's white poverty that inspires his empa\xe2\x80\xa6 https://t.co/RPN6qe9M9G",Positive
b'"#Bernie Sanders is leading every other presidential candidate in support from #Hispanic voters, who make up a sign\xe2\x80\xa6 https://t.co/FF2RR2S9Pf',Negative
b'New Poll Shows Bernie Sanders Leading Democratic Field In Massachusetts https://t.co/MYYnTm3jNC via @theinquisitr &gt;\xe2\x80\xa6 https://t.co/VoQiWeBszy',Positive
b'Hello President Bernie Sanders! (A real POTUS) @CNN @FoxNews @SenSanders @BernieSanders @GOP @SenateDems\xe2\x80\xa6 https://t.co/vvTnhwLjG7',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'.@BernieSanders is the frontrunner. So why are Democrats ignoring him #2020election https://t.co/ToFICGwBQU',Neutral
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'RT @PolStatsUS: 2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R): 36%\n\nE\xe2\x80\xa6',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @lgbtchi: Like him or not, support him or not, vote for him or not, stop thinking of @BernieSanders as a gadfly. He\xe2\x80\x99s the front-runner r\xe2\x80\xa6',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'2020 election in Massachusetts:\n\nJoe Biden (D): 69%\nDonald Trump (R): 31%\n\nBernie Sanders (D): 64%\nDonald Trump (R)\xe2\x80\xa6 https://t.co/GGT3aQaFTc',Neutral
b'RT @PolStatsUS: Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBeto O\xe2\x80\x99Rour\xe2\x80\xa6',Positive
b'Massachusetts Democratic Primary:\n\nBernie Sanders: 26%\nJoe Biden: 23%\nElizabeth Warren: 14%\nPete Buttigieg: 11%\nBet\xe2\x80\xa6 https://t.co/Ral4su42ru',Positive
b'RT @GeneBrownUSA: #Socialist Bernie Sanders is a complete fraud!#BernieSanders #Socialism #SocialismKills #LiberalismIsAMentalDisorder #USA\xe2\x80\xa6',Positive
b'Like him or not, support him or not, vote for him or not, stop thinking of @BernieSanders as a gadfly. He\xe2\x80\x99s the fro\xe2\x80\xa6 https://t.co/tjVTHO5hnr',Neutral
b'Cory Booker raised $5.1 million since announcing his campaign for an average haul of $86k per day \xe2\x80\x94 higher than And\xe2\x80\xa6 https://t.co/Sc0Lcljyj0',Positive
b'"Howard Schultz predicted outright that President Trump will win re-election if Democrats nominate a self-described\xe2\x80\xa6 https://t.co/mMQedI5t1V',Positive
b'RT @LostMapleTX: "A lot of them are saying what he (#Bernie) was saying four years ago. I think he\'s been saying this his whole life and I\xe2\x80\xa6',Positive
